,test_accuracy,test_recall,test_precision,test_specificity,test_f1,test_auc,radius
0,0.7697452306747437,0.9885350465774536,0.6876384615898132,0.5509554147720337,0.811079204082489,0.7697452229299363,10
1,0.7713704109191895,0.9763520359992981,0.6924663186073303,0.5663888454437256,0.8102630376815796,0.771370420624152,20
2,0.766329288482666,0.9658135771751404,0.6903754472732544,0.5668449401855469,0.8051906824111938,0.7663292589763178,30
3,0.7650212049484253,0.9624776840209961,0.6899912357330322,0.5675647258758545,0.8037684559822083,0.7650211960901097,50
4,0.7586466073989868,0.9380038380622864,0.6903612613677979,0.5792893171310425,0.7953517436981201,0.7586465808858398,80
5,0.7536173462867737,0.9272106885910034,0.6882570385932922,0.5800240635871887,0.7900612950325012,0.7536173542285624,100
6,0.7461584210395813,0.9285126328468323,0.6803743839263916,0.5638042092323303,0.7853084206581116,0.746158448919213,120
