,test_accuracy,test_recall,test_precision,test_specificity,test_f1,radius
0,0.6602209806442261,0.7182320356369019,0.6435643434524536,0.6022099256515503,0.6788511872291565,10
1,0.6227355003356934,0.6363224387168884,0.619488537311554,0.6091485619544983,0.6277926564216614,20
2,0.6048272848129272,0.5851869583129883,0.6091132760047913,0.6244676113128662,0.5969104766845703,30
3,0.5894699692726135,0.5539843440055847,0.5963048338890076,0.6249555349349976,0.5743660926818848,50
4,0.5580647587776184,0.514472484588623,0.5636106133460999,0.601656973361969,0.5379217267036438,80
5,0.5524097084999084,0.49193698167800903,0.5596204996109009,0.6128824353218079,0.5236005187034607,100
6,0.5533183217048645,0.4973214566707611,0.5600427389144897,0.6093152165412903,0.5268217921257019,120
