,test_accuracy,test_recall,test_precision,test_specificity,test_f1,radius
0,0.7228202223777771,0.9537136554718018,0.6524300575256348,0.49192678928375244,0.7748141884803772,10
1,0.6888536810874939,0.9165346026420593,0.6297640800476074,0.4611727297306061,0.7465576529502869,20
2,0.6794886589050293,0.8745038509368896,0.629125714302063,0.48447349667549133,0.7317931056022644,30
3,0.6469637751579285,0.8213101625442505,0.6089676022529602,0.47261738777160645,0.6993764042854309,50
4,0.6177487373352051,0.7668826580047607,0.5906968116760254,0.4686148166656494,0.6673570871353149,80
5,0.6129894256591797,0.7630882859230042,0.5869017243385315,0.46289053559303284,0.6634979844093323,100
6,0.6021601557731628,0.7156152129173279,0.5832661986351013,0.4887050986289978,0.6426978707313538,120
