gene,pval,logfoldchanges,cluster
CCL24,1.0,0.0,0
IGKV2D-28,1.0,0.0,0
MUC4,1.0,0.0,0
MUC6,1.0,0.0,0
MUCL1,1.0,0.0,0
TFF1,1.0,0.0,0
PLA2G1B,1.0,0.0,0
TFF2,1.0,0.0,0
PGLYRP1,1.0,0.0,0
OLFM4,1.0,0.0,0
SCEL,1.0,0.0,0
TRAV5,1.0,0.0,0
PCP4,1.0,0.0,0
NKX2-8,1.0,0.0,0
SLC25A21,1.0,0.0,0
KLK10,1.0,0.0,0
DLGAP5,1.0,0.0,0
SYT16,1.0,0.0,0
STON2,1.0,0.0,0
CHGA,1.0,0.0,0
GGT5,1.0,0.0,0
CCL15,1.0,0.0,0
KLK11,1.0,0.0,0
CCL13,1.0,0.0,0
CCL8,1.0,0.0,0
IGLC6,1.0,0.0,0
IGLV3-9,1.0,0.0,0
IGLV2-11,1.0,0.0,0
IGHV6-1,1.0,0.0,0
CFAP73,1.0,0.0,0
CKM,1.0,0.0,0
IGKV2-24,1.0,0.0,0
AC233755.2,1.0,0.0,0
CEACAM5,1.0,0.0,0
CLEC1B,1.0,0.0,0
IGLV2-18,1.0,0.0,0
PRH2,1.0,0.0,0
MPO,1.0,0.0,0
IGKV1D-16,1.0,0.0,0
IGKV2-29,1.0,0.0,0
SSPN,1.0,0.0,0
PAEP,1.0,0.0,0
EPX,1.0,0.0,0
ITGB3,1.0,0.0,0
TRAV19,1.0,0.0,0
PGA5,1.0,0.0,0
VPREB1,1.0,0.0,0
GYPA,1.0,0.0,0
IGLV7-43,1.0,0.0,0
IGKV2-26,1.0,0.0,0
KRT78,1.0,0.0,0
APOC2,1.0,0.0,0
REG3A,1.0,0.0,0
IGKV6D-21,1.0,0.0,0
TSPAN8,1.0,0.0,0
TSPAN19,1.0,0.0,0
IGHV4-4,1.0,0.0,0
IGHV2-5,1.0,0.0,0
IGHV3-11,1.0,0.0,0
IGLV2-14,1.0,0.0,0
TEKT1,1.0,0.0,0
IGLV1-44,1.0,0.0,0
IGLV5-45,1.0,0.0,0
ALOX15,1.0,0.0,0
IGLV1-47,1.0,0.0,0
RBPMS2,1.0,0.0,0
SPNS2,1.0,0.0,0
NOV,1.0,0.0,0
IGLV1-51,1.0,0.0,0
HBM,1.0,0.0,0
CCDC78,1.0,0.0,0
IGLV10-54,1.0,0.0,0
IGLV6-57,1.0,0.0,0
HAS1,1.0,0.0,0
TNNT1,1.0,0.0,0
FAM92B,1.0,0.0,0
IGLV8-61,1.0,0.0,0
ZG16,1.0,0.0,0
AHSP,1.0,0.0,0
NECAB2,1.0,0.0,0
DYNLRB2,1.0,0.0,0
IGLV4-69,1.0,0.0,0
CCL22,1.0,0.0,0
AURKB,1.0,0.0,0
IGLV1-40,1.0,0.0,0
IGHV3-74,1.0,0.0,0
IGHV3-33,1.0,0.0,0
IGHV3-13,1.0,0.0,0
IGHV1-18,1.0,0.0,0
IGHV3-20,1.0,0.0,0
IGHV3-21,1.0,0.0,0
IGLV3-19,1.0,0.0,0
IGHV3-23,1.0,0.0,0
IGHV1-24,1.0,0.0,0
IGHV3-30,1.0,0.0,0
ALDH3A1,1.0,0.0,0
IGHV4-31,1.0,0.0,0
IGLV3-21,1.0,0.0,0
IGHV3-73,1.0,0.0,0
IGHV4-34,1.0,0.0,0
IGHV3-43,1.0,0.0,0
IGHV1-46,1.0,0.0,0
IGHV3-48,1.0,0.0,0
IGLV2-23,1.0,0.0,0
IGLV3-25,1.0,0.0,0
IGHV3-49,1.0,0.0,0
IGHV3-53,1.0,0.0,0
IGHV4-59,1.0,0.0,0
IGHV3-72,1.0,0.0,0
CHST9,1.0,0.0,0
CTRB2,1.0,0.0,0
IGKV2D-30,1.0,0.0,0
CCKBR,1.0,0.0,0
MS4A3,1.0,0.0,0
WFDC12,1.0,0.0,0
LGALS7,1.0,0.0,0
MS4A8,1.0,0.0,0
BPI,1.0,0.0,0
ACY3,1.0,0.0,0
LGALS7B,1.0,0.0,0
C11orf97,1.0,0.0,0
ARHGAP42,1.0,0.0,0
MMP10,1.0,0.0,0
MMP1,1.0,0.0,0
MMP13,1.0,0.0,0
KLK3,1.0,0.0,0
TEX12,1.0,0.0,0
PNLIP,1.0,0.0,0
NCCRP1,1.0,0.0,0
CCL3L1,1.0,0.0,0
CST2,1.0,0.0,0
MSMB,1.0,0.0,0
DKK1,1.0,0.0,0
IGLVI-70,1.0,0.0,0
PRG2,1.0,0.0,0
IGF2,1.0,0.0,0
DEFA6,1.0,0.0,0
MUC5AC,1.0,0.0,0
TG,1.0,0.0,0
IGKV1-27,1.0,0.0,0
PSCA,1.0,0.0,0
ANGPTL4,1.0,0.0,0
IGKV1D-12,1.0,0.0,0
IGKJ1,1.0,0.0,0
KLF1,1.0,0.0,0
WDR38,1.0,0.0,0
CFAP157,1.0,0.0,0
ELANE,1.0,0.0,0
CFAP77,1.0,0.0,0
IGHV4-39,1.0,0.0,0
TRBV19,1.0,0.0,0
FCN2,1.0,0.0,0
LCN1,1.0,0.0,0
UMOD,1.0,0.0,0
DEFA5,1.0,0.0,0
SCGB1C1,1.0,0.0,0
SCT,1.0,0.0,0
APOA4,1.0,0.0,0
HAMP,1.0,0.0,0
IFNB1,1.0,0.0,0
MMP12,1.0,0.0,0
CRTAC1,1.0,0.0,0
ANKRD1,1.0,0.0,0
CFAP43,1.0,0.0,0
DNTT,1.0,0.0,0
LIPF,1.0,0.0,0
DMBT1,1.0,0.0,0
IGKV2D-24,1.0,0.0,0
GRP,1.0,0.0,0
FAM25A,1.0,0.0,0
MUC2,1.0,0.0,0
SERPINB13,1.0,0.0,0
CYP17A1,1.0,0.0,0
AVP,1.0,0.0,0
IGKV1-33,1.0,0.0,0
IGHV3-66,1.0,0.0,0
CENPM,0.9893690620290215,-0.008315805,0
IGLC3,0.9808243232049727,-0.017713796,0
ARC,0.974892680272516,-0.039800067,0
HIST1H2BH,0.9669257703136312,-0.039800067,0
MT1M,0.9660200528114427,-0.039800067,0
BNIP3L,0.9580847547168869,-0.014525043,0
CD8A,0.9553680394990542,-0.033452585,0
CCNB2,0.9338119106305529,-0.15533705,0
UBE2C,0.9288890229570164,-0.15533705,0
BPIFB1,0.9288890229570164,-0.15533705,0
MND1,0.9288890229570164,-0.15533705,0
ATAD3A,0.9278641859767062,-0.056274947,0
KRT4,0.9259775277197717,-0.15533705,0
ELF3,0.9259775277197717,-0.15533705,0
CCL23,0.9259775277197717,-0.15533705,0
PLEKHH2,0.9259775277197717,-0.15533705,0
HMMR,0.9259775277197717,-0.15533705,0
SFTA3,0.9259775277197717,-0.15533705,0
GNAI1,0.9259775277197717,-0.15533705,0
FCRL2,0.9259775277197717,-0.15533705,0
ENPP2,0.9259775277197717,-0.15533705,0
ANXA3,0.9259775277197717,-0.15533705,0
MXRA8,0.9259775277197717,-0.15533705,0
SPI1,0.9079121518487596,-0.08548054,0
MYB,0.8952607115907342,-0.15563281,0
MS4A1,0.877291026131335,-0.15622544,0
FCN3,0.8767111319462896,-0.15592894,0
TM4SF1,0.8716530856346454,-0.15592894,0
C15orf48,0.8716530856346454,-0.15592894,0
NOP16,0.8651217964504841,-0.06972221,0
NCF2,0.8573355405001165,-0.15652232,0
CD79A,0.8564419189040581,-0.15652232,0
IL13,0.8533145209596891,-0.34892905,0
GNG11,0.8363190688880132,-0.11753117,0
IGHM,0.8337133352001896,-0.15711719,0
ICAM1,0.8225920224881009,-0.121733986,0
TACSTD2,0.7924255237548168,-0.34892905,0
TSC22D1,0.7855800675640012,-0.13077447,0
PLEKHG1,0.7842493445290988,-0.34892905,0
CTGF,0.7797826754602918,-0.34892905,0
GAS6,0.7797826754602918,-0.34892905,0
IL10,0.7782725739830215,-0.35142258,0
MS4A7,0.7778154952909557,-0.28211138,0
IGHV1-3,0.7706433461008476,-0.5710252,0
TIMP1,0.765600260717517,-0.07112313,0
CHI3L1,0.7611226968252884,-0.5710252,0
DERL3,0.7611226968252884,-0.5710252,0
IGFBP5,0.7611226968252884,-0.5710252,0
C19orf33,0.7611226968252884,-0.5710252,0
LAMP3,0.7611226968252884,-0.5710252,0
C2orf40,0.7611226968252884,-0.5710252,0
CAV2,0.7611226968252884,-0.5710252,0
PTX3,0.7611226968252884,-0.5710252,0
MARCH2,0.7552194211680083,-0.13500856,0
GZMK,0.7549863311024901,-0.18181187,0
HSPA6,0.7366070540269416,-0.19597535,0
SCGB3A1,0.7290813225657231,-0.17665778,0
CSF2,0.7015426792167062,-0.5719725,0
PARVB,0.6916248300788066,-0.18758065,0
MARCO,0.6914023569208471,-0.35017434,0
MT1A,0.685865565283271,-0.42026636,0
TUFT1,0.685865565283271,-0.42026636,0
TRIM58,0.685865565283271,-0.42026636,0
CRIP1,0.6694032633053011,-0.23804949,0
IL1B,0.6692646760104131,-0.2333214,0
MT1G,0.6666632692061656,-0.5719725,0
VSIG4,0.6284248220870273,-0.39294434,0
G0S2,0.6242600090764208,-0.2852059,0
HSP90AB1,0.624221221051399,-0.14926706,0
TNFAIP2,0.6145250739174062,-0.4577413,0
TRDC,0.6113056998634364,-1.0660646,0
TNFRSF4,0.6065951633813911,-0.29329166,0
MUC1,0.6024094783113698,-0.5729208,0
BCL11A,0.599879469657649,-1.1566381,0
C16orf89,0.599879469657649,-1.1566381,0
KRT15,0.599879469657649,-1.1566381,0
GKN2,0.599879469657649,-1.1566381,0
FGG,0.599879469657649,-1.1566381,0
BLK,0.599879469657649,-1.1566381,0
MUC21,0.599879469657649,-1.1566381,0
S100P,0.599879469657649,-1.1566381,0
NCAPG,0.599879469657649,-1.1566381,0
CCL17,0.599879469657649,-1.1566381,0
CDCA3,0.599879469657649,-1.1566381,0
IGKV3-20,0.599879469657649,-1.1566381,0
FAM111B,0.599879469657649,-1.1566381,0
IGHG4,0.599879469657649,-1.1566381,0
SNCA,0.5971358123821039,-0.5729208,0
IL2RB,0.5967842944366345,-0.18833973,0
SAA1,0.5912915919019954,-1.1582367,0
KLRC2,0.5903032044223004,-1.164646,0
CTTN,0.5827113066302717,-0.83565784,0
CXCL3,0.5696283024349148,-0.38212156,0
HSPD1,0.5671062088810441,-0.15549973,0
CCNA2,0.5669797417586973,-0.83565784,0
MARCKS,0.5669797417586973,-0.83565784,0
SPRR3,0.55983034806919,-0.48105922,0
ALDH1A1,0.5584235047362046,-0.83565784,0
BATF3,0.5584235047362046,-0.83565784,0
XCL2,0.5373836446750526,-0.36279014,0
PDLIM1,0.5325373840021903,-0.35392794,0
RASD1,0.5166236300913827,-0.5795885,0
SERPINA1,0.5159309778211032,-0.35518506,0
ITM2C,0.5158254228492563,-0.21810983,0
SLC29A1,0.512871977760236,-0.7434971,0
CD160,0.5127629193066114,-0.6750081,0
MAP3K8,0.5017314351940255,-0.3214368,0
NAMPT,0.49221633535811593,-0.24611782,0
SCGB1A1,0.49183896823832585,-0.37202582,0
TOP2A,0.4859203298510578,-1.1582367,0
ACTA2,0.4780301365588384,-0.41287053,0
TUBG1,0.4712785309161327,-0.7000526,0
FKBP4,0.4693391286905305,-0.2566631,0
FBLN1,0.46203132728093776,-0.57577205,0
RNASE6,0.45882572550153444,-0.57577205,0
AKAP12,0.45741381940028525,-1.1582367,0
EDN1,0.45741381940028525,-1.1582367,0
ACPP,0.4499192622617494,-2.1572878,0
CSF3,0.4499192622617494,-2.1572878,0
SNTN,0.4499192622617494,-2.1572878,0
MALL,0.4499192622617494,-2.1572878,0
IGKV1-39,0.4499192622617494,-2.1572878,0
KLK12,0.4499192622617494,-2.1572878,0
C4BPA,0.4499192622617494,-2.1572878,0
ZMYND10,0.4499192622617494,-2.1572878,0
IGKV4-1,0.4499192622617494,-2.1572878,0
KRT17,0.4499192622617494,-2.1572878,0
SPRR1B,0.4499192622617494,-2.1572878,0
TSPAN1,0.4499192622617494,-2.1572878,0
CD1C,0.4499192622617494,-2.1572878,0
CLEC9A,0.4499192622617494,-2.1572878,0
ARG1,0.4499192622617494,-2.1572878,0
HSD17B6,0.4499192622617494,-2.1572878,0
HIST1H2AM,0.4499192622617494,-2.1572878,0
SORT1,0.4499192622617494,-2.1572878,0
CCDC170,0.4499192622617494,-2.1572878,0
TRBV3-1,0.4499192622617494,-2.1572878,0
INHBA,0.4499192622617494,-2.1572878,0
CXCL14,0.4499192622617494,-2.1572878,0
RRAD,0.4499192622617494,-2.1572878,0
TRBV5-1,0.4499192622617494,-2.1572878,0
MMRN1,0.4499192622617494,-2.1572878,0
KRT6C,0.4499192622617494,-2.1572878,0
MME,0.4499192622617494,-2.1572878,0
RHCE,0.4499192622617494,-2.1572878,0
DEFB1,0.4499192622617494,-2.1572878,0
FCGR3B,0.4499192622617494,-2.1572878,0
AREG,0.44135601591090157,-0.39432552,0
HLA-DMB,0.4405903703831905,-0.39987975,0
SLC34A2,0.4341742010724968,-0.9367933,0
KRT8,0.4341742010724968,-0.9367933,0
PRSS21,0.4341742010724968,-0.9367933,0
MZB1,0.43397359132604596,-0.6750081,0
PTMS,0.4199811109523226,-0.39987975,0
ENG,0.4189093197553613,-0.5767246,0
TSPAN17,0.41312013125428804,-0.43898156,0
FOXJ1,0.41263356063860346,-1.4235221,0
TNFRSF9,0.41081207700237765,-1.6795683,0
HSPA8,0.4037804809623514,-0.50197625,0
CH25H,0.40190903845961934,-0.68089354,0
FTH1,0.3971264804192507,-0.9118044,0
CCL18,0.3942505278156214,-0.39987975,0
RAB31,0.3826955229719847,-0.7825751,0
CCDC50,0.38180833642669965,-0.4943488,0
CYR61,0.36916466735686937,-1.1598368,0
PTTG1,0.3688318207658292,-0.35130307,0
KLRB1,0.3669244669976419,-0.4232193,0
IL1RL1,0.36563937274327085,-1.5739249,0
IDO1,0.36563937274327085,-1.5739249,0
MMP9,0.36563937274327085,-1.5739249,0
ESAM,0.36563937274327085,-1.5739249,0
CCL19,0.36563937274327085,-1.5739249,0
IL3RA,0.36563937274327085,-1.5739249,0
SMPD3,0.36563937274327085,-1.5739249,0
DNAAF1,0.36563937274327085,-1.5739249,0
CD80,0.36563937274327085,-1.5739249,0
CPA3,0.3619451355983465,-1.1598368,0
CLECL1,0.3619229130352669,-1.0248864,0
NUSAP1,0.3559924569697164,-0.63973147,0
FOXO4,0.33366981930564943,-0.72241926,0
MAOB,0.31828521205101873,-21.940248,0
CCDC74A,0.31828521205101873,-21.940248,0
IGHA2,0.31828521205101873,-21.940248,0
IGHG2,0.31828521205101873,-21.940248,0
TRBV24-1,0.31828521205101873,-21.940248,0
DRC3,0.31828521205101873,-21.940248,0
CD1E,0.31828521205101873,-21.940248,0
MS4A2,0.31828521205101873,-21.940248,0
AQP5,0.31828521205101873,-21.940248,0
SAA2,0.31828521205101873,-21.940248,0
IGKV1-17,0.31828521205101873,-21.940248,0
CEMIP,0.31828521205101873,-21.940248,0
MSLN,0.31828521205101873,-21.940248,0
LINC00304,0.31828521205101873,-21.940248,0
EPCAM,0.31828521205101873,-21.940248,0
STAR,0.31828521205101873,-21.940248,0
EDN2,0.31828521205101873,-21.940248,0
IGKV3-15,0.31828521205101873,-21.940248,0
FAM216B,0.31828521205101873,-21.940248,0
AXL,0.31828521205101873,-21.940248,0
WIF1,0.31828521205101873,-21.940248,0
F3,0.31828521205101873,-21.940248,0
KRT5,0.31828521205101873,-21.940248,0
TMEM63C,0.31828521205101873,-21.940248,0
ANKRD29,0.31828521205101873,-21.940248,0
CKAP2L,0.31828521205101873,-21.940248,0
LMTK3,0.31828521205101873,-21.940248,0
GSTA1,0.31828521205101873,-21.940248,0
TREM2,0.31828521205101873,-21.940248,0
SERPINB5,0.31828521205101873,-21.940248,0
SUGCT,0.31828521205101873,-21.940248,0
RGS13,0.31828521205101873,-21.940248,0
CD24,0.30552510062699184,-2.1617892,0
MRC1,0.30552510062699184,-2.1617892,0
MBOAT2,0.29684949143803124,-1.4235221,0
KRT6A,0.29684949143803124,-1.4235221,0
CKB,0.29684949143803124,-1.4235221,0
IGHG1,0.29684949143803124,-1.4235221,0
NMB,0.29280804321108544,-0.55763817,0
AGR2,0.2916585859453597,-1.1614383,0
TAGLN,0.2910153911440041,-0.801074,0
LGALS1,0.2880572905780578,-0.3724893,0
CFD,0.28726147565967425,-0.45623678,0
FXYD3,0.2846074398102777,-2.1595378,0
TFF3,0.2846074398102777,-2.1595378,0
MAL2,0.2846074398102777,-2.1595378,0
DAB2,0.2846074398102777,-2.1595378,0
TNC,0.2846074398102777,-2.1595378,0
PLPP2,0.2846074398102777,-2.1595378,0
CXCL10,0.2846074398102777,-2.1595378,0
CLDN4,0.2846074398102777,-2.1595378,0
MGST1,0.28012808964231134,-1.0248864,0
APOD,0.27687952089406953,-1.3156959,0
PTGS2,0.27564179818317236,-1.2908285,0
LDLR,0.2732741349598851,-0.4704437,0
KPNA2,0.26313613774034855,-0.4017881,0
ID1,0.26011305062004964,-0.58438283,0
PTGDS,0.2541795330544599,-0.7505166,0
S100A14,0.24809303346977377,-1.3547345,0
CRYAB,0.24809303346977377,-1.3547345,0
TRAV13-2,0.24657982730153433,-1.746101,0
AKR1C3,0.23928868055169844,-1.746101,0
WFDC2,0.23928868055169844,-1.746101,0
NAPSA,0.23761552467463992,-1.1630414,0
MYL9,0.23579370536388716,-1.0485171,0
GPR183,0.21929602496992026,-0.3406602,0
RHOC,0.21552302231896822,-0.37413284,0
IGFBP2,0.21521827083879796,-3.1601877,0
GPBAR1,0.21521827083879796,-3.1601877,0
EMCN,0.21521827083879796,-3.1601877,0
CHIT1,0.21521827083879796,-3.1601877,0
KRT16,0.21521827083879796,-3.1601877,0
PLD1,0.21521827083879796,-3.1601877,0
AQP4,0.21521827083879796,-3.1601877,0
HLA-DQA1,0.21309718163525962,-0.5545076,0
S100A2,0.19933904420868562,-1.577778,0
CXCL2,0.19778634372620504,-0.8773529,0
CD9,0.19720646294731226,-0.5354937,0
CCL2,0.1966160522403345,-1.0660646,0
TNFRSF12A,0.1966160522403345,-1.0660646,0
FECH,0.19500956720245785,-1.164646,0
CENPF,0.18941200075311218,-0.8739721,0
CCL4L2,0.18928940911881315,-0.8347427,0
CENPU,0.1893929276134087,-2.1617892,0
KRT19,0.1893929276134087,-2.1617892,0
IL6,0.1893929276134087,-2.1617892,0
FBN1,0.1893929276134087,-2.1617892,0
PIGR,0.1893929276134087,-2.1617892,0
C1QB,0.18247958521697888,-0.5882374,0
KRT13,0.17473850337770383,-1.3429964,0
EGFL7,0.16928198017961588,-1.5816379,0
MSR1,0.1615599843286674,-1.8414633,0
IGHG3,0.1615599843286674,-1.8414633,0
RETN,0.1615599843286674,-1.8414633,0
IL4I1,0.15882011953298855,-1.0677001,0
CYP4B1,0.15771646366910805,-22.94315,0
KRT14,0.15771646366910805,-22.94315,0
NDC80,0.15282931672410283,-1.0161614,0
IGLC2,0.15241516685548767,-0.9863094,0
C11orf96,0.1470315326400615,-2.7474022,0
SFTPD,0.1470315326400615,-2.7474022,0
SLC22A31,0.1470315326400615,-2.7474022,0
SLPI,0.14060896318239874,-1.0847406,0
C1QC,0.13615710618664756,-0.929073,0
CXCL17,0.12912293459249194,-2.1640422,0
ENTPD1,0.11850243654317012,-1.240459,0
COL1A2,0.11571037643117923,-1.2616212,0
APOC1,0.11433650406444557,-0.6582104,0
IGFBP7,0.11406010115023196,-0.6839641,0
EPOR,0.1106281175226552,-1.1694691,0
HOPX,0.10935853522794096,-0.48172396,0
SFTPA1,0.10752898135791299,-0.6338143,0
FABP3,0.10258374647067058,-23.948954,0
LUM,0.09648342191410068,-1.5161304,0
CLIC5,0.0962631065541965,-1.3618088,0
TUBB4B,0.09435076757464017,-0.4480285,0
ERRFI1,0.09083881906084904,-1.5346472,0
EREG,0.09043157137363235,-2.432239,0
KLRC1,0.08893905083893157,-2.103107,0
CXCL8,0.08490878406259632,-1.1208208,0
DPYSL3,0.08326199968485985,-23.531013,0
HLA-DPB1,0.07864169884709216,-0.4928329,0
FN1,0.07777892563535105,-1.0766963,0
TPSB2,0.0752671447386828,-1.4454571,0
SPARCL1,0.06804337349388254,-1.4344597,0
SFTPC,0.06727966424754259,-0.5841557,0
IFNG,0.06691891103153463,-1.0731539,0
SPON2,0.06662416570808169,-0.8613938,0
ADIRF,0.06275935381326903,-1.3115008,0
DUSP6,0.06164282762896073,-1.0756949,0
PRF1,0.059737260245986086,-0.85889447,0
SFTPB,0.05378353438910911,-0.80143774,0
IGLL5,0.05161515374005352,-1.5932586,0
ZEB2,0.04837095613652633,-0.8480967,0
HLA-DRA,0.04486091952779912,-0.5884044,0
CEBPB,0.0438000902253315,-0.45212495,0
GZMH,0.04380526256221846,-1.3402975,0
THBS1,0.0437749812095538,-2.1708124,0
SFTPA2,0.04342656012406252,-0.8272614,0
CSF1,0.04029179295635411,-1.2927046,0
ZFAND2A,0.038390827889793165,-0.72399575,0
TUBA1C,0.03776099697148469,-0.7120613,0
CCL21,0.03379035002719887,-1.6895657,0
TGFBI,0.030915180391594604,-1.5971459,0
ADAM19,0.02997468244327555,-0.8770902,0
NNMT,0.02956014069707102,-1.7971326,0
TIMP3,0.02805589120301531,-2.6575413,0
CKS2,0.02759169074465752,-0.8394558,0
TPSAB1,0.023950629962651633,-1.729799,0
CD74,0.022882656024101413,-0.98781765,0
GZMB,0.022422625387225142,-1.2526112,0
FABP4,0.020421123206443712,-1.2244531,0
CCL4,0.01910984331919784,-3.1960256,0
SFTA2,0.01768774260880433,-2.3459113,0
HLA-DRB5,0.016305741880030377,-0.8154357,0
HLA-DPA1,0.014544718328779922,-0.6876773,0
JCHAIN,0.014568515341054114,-1.3557657,0
LMNA,0.014386066405251398,-1.0128374,0
IGHA1,0.014321415655780479,-1.3115143,0
CTSL,0.012643509158302998,-1.4059609,0
MGP,0.012433860865332332,-1.1550021,0
APOE,0.01165729980609917,-1.2625821,0
RGS2,0.011584299348150577,-0.8897374,0
XCL1,0.009308724706355414,-1.6874782,0
IGKC,0.004325392999270073,-0.99691147,0
DCN,0.004113029640217735,-1.752228,0
HSPE1,0.0029171837957657275,-0.9274856,0
MTRNR2L12,0.002197633117719576,-0.8604297,0
HLA-DQB1,0.002075687122137696,-0.9282271,0
C12orf75,0.0018814400138747011,-0.95635587,0
HLA-DRB1,0.0010065056801091437,-0.9831696,0
GZMA,0.0008928312886850708,-1.0600486,0
HMGB2,0.0008775330639188643,-1.0086172,0
CCL5,0.0006285562028573909,-1.6829017,0
CLU,0.0002325410139157186,-1.102335,0
CEBPD,0.0001756338415479145,-1.826494,0
DUSP2,7.493874122819081e-05,-1.4603255,0
KLF6,6.976568777354304e-05,-1.49193,0
LGALS3,6.113628949702072e-05,-1.2193204,0
CST7,2.3213005692058213e-05,-1.1735585,0
C1QA,2.239920329750788e-05,-1.9890673,0
HSPA1B,4.060583407246886e-06,-2.2959836,0
HERPUD1,2.277902953780278e-06,-1.2218431,0
BATF,1.8926792175343704e-06,-1.5069237,0
DUSP1,1.8709215092807744e-06,-2.669037,0
NFKBIA,1.5615527953437825e-06,-2.5740764,0
ALOX5AP,9.76010279666919e-07,-1.2432802,0
HSP90AA1,3.159622032400469e-08,-4.544707,0
ID2,9.902613716068986e-09,-2.3953826,0
ZFP36,1.9689649615898882e-12,-4.32717,0
RGS1,1.1600343934533137e-12,-7.230083,0
SRGN,1.222149970331999e-20,-5.991694,0
CXCR4,7.654110761035544e-62,-18.19922,0
CXCR4,1.0790143177810423e-15,18.084976,1
SRGN,1.1734234511347338e-06,6.42307,1
RGS1,0.00015528743974244677,10.001764,1
ZFP36,0.0002454245817842574,4.3169513,1
KLF6,0.0016935345960347942,2.2603326,1
HSP90AA1,0.0017115140515664665,4.695591,1
BATF,0.0020661464457034807,1.7393131,1
HERPUD1,0.003701723288707703,1.4031909,1
C1QA,0.00505721092897455,2.3586447,1
ID2,0.008833492346805104,1.7790565,1
ALOX5AP,0.009617860079345059,1.1081468,1
NFKBIA,0.01389589104640185,2.7192545,1
DUSP1,0.017979750760365062,3.0196552,1
CLU,0.020297348458744167,1.2349343,1
HLA-DQB1,0.028688691729766354,1.088193,1
SFTPA2,0.03189715398694867,1.6190213,1
DUSP2,0.03569629560352133,1.25473,1
SFTA2,0.04815630260851599,3.052606,1
HSPA1B,0.048872875170139954,1.7182407,1
IGHA1,0.0682906979322905,1.6674733,1
HSPE1,0.06847815016691093,0.95315397,1
HMGB2,0.0687886733477215,1.0412474,1
GZMA,0.0695031855271549,1.0121925,1
TIMP3,0.07179731550522668,3.3069913,1
CXCL8,0.07421400234148812,2.0886877,1
TUBB4B,0.08050430263119646,0.812699,1
GPR183,0.09497015482653008,1.068533,1
FABP4,0.0973397657109708,1.4219675,1
C12orf75,0.09987301390588765,0.8636895,1
LMNA,0.10058751368327602,1.3149337,1
AREG,0.11778127067198958,1.6314144,1
HLA-DRA,0.12618006210817304,0.93293244,1
PRF1,0.12652266191460676,0.8762384,1
S100A2,0.1280494053545987,3.0742981,1
SLPI,0.1343722444472468,1.8072239,1
IFNG,0.1363996855922628,1.41104,1
HLA-DRB1,0.14217125693475738,0.7726715,1
IGKC,0.14233161510523049,0.73940986,1
PTGS2,0.14454853902319745,3.052606,1
SFTPB,0.14960703448250345,1.2253311,1
FN1,0.15072752044428725,1.6490147,1
TPSAB1,0.15117672506341465,1.8397222,1
EGFL7,0.16189756509186337,2.8458815,1
APOE,0.17062816132537745,1.1886346,1
SCGB3A1,0.17512548645630827,1.5172888,1
TPSB2,0.17897499810696763,1.8117248,1
MAL2,0.1818418449449805,4.288652,1
ZEB2,0.18208426628764157,0.9936582,1
RHOC,0.18393170049577784,0.6305196,1
FABP3,0.1893615716864215,5.8850055,1
ID1,0.18917334007645498,1.1330616,1
IGFBP7,0.19075999637900287,1.0645711,1
CXCL2,0.19228072956963962,1.5414637,1
AKAP12,0.20720082024907466,3.2875345,1
MYL9,0.21175142268383468,1.876617,1
LGALS3,0.22374143027109605,0.50758076,1
HLA-DPA1,0.22689748746278668,0.57283324,1
IGHG1,0.235019284746489,2.701454,1
CXCL17,0.235019284746489,2.701454,1
KRT6A,0.235019284746489,2.701454,1
HSPA6,0.248620050098206,1.2373253,1
CCL4,0.24911538317894108,1.3779875,1
RETN,0.24987275856022803,2.4785023,1
GAS6,0.24987275856022803,2.4785023,1
CSF1,0.25135595376051545,1.2485917,1
XCL1,0.2528739159789047,0.9896772,1
RGS2,0.2533966344999541,0.64471817,1
SPON2,0.2552491789550808,0.98298746,1
ADAM19,0.2565592402079432,0.69283235,1
COL1A2,0.25867596458140246,1.5524486,1
MTRNR2L12,0.2600991148369049,0.50128764,1
TNFRSF9,0.2634062747307282,3.8330107,1
IL4I1,0.26411505832685306,1.7693434,1
KRT8,0.2653645959988165,2.2852979,1
TUBA1C,0.2692575805436409,0.733138,1
SPARCL1,0.27115331140553467,1.4814991,1
CCL21,0.27115331140553467,1.4814991,1
NCOA7,0.2792243769246198,0.58455795,1
CD74,0.296322206230369,1.1388862,1
GZMH,0.29655557606943517,0.8764678,1
ABCA3,0.2982806270681377,1.9622511,1
SNCA,0.2982806270681377,1.9622511,1
ENTPD1,0.3002967415236634,1.4884356,1
CLECL1,0.3013766492185732,2.1778567,1
SCGB1A1,0.30252677305880993,1.284179,1
GZMB,0.30276307024564436,1.1489033,1
CEBPD,0.30295198859141736,0.9258028,1
FKBP4,0.3080874446775845,0.6612578,1
MGP,0.31986411373275875,0.69441444,1
SERPINB5,0.3209628088321793,23.842043,1
TREM2,0.3209628088321793,23.842043,1
EPCAM,0.3209628088321793,23.842043,1
MAOB,0.3209628088321793,23.842043,1
TRBV24-1,0.3209628088321793,23.842043,1
STAR,0.3209628088321793,23.842043,1
SAA2,0.3209628088321793,23.842043,1
IGHG2,0.3209628088321793,23.842043,1
MSLN,0.3209628088321793,23.842043,1
AQP5,0.3209628088321793,23.842043,1
F3,0.3209628088321793,23.842043,1
