gene,pval,pval_adj,logfoldchanges,cluster
ACTG1,9.428435194501743e-05,0.0023090045374289984,-2.9475172,2
YBX1,0.00011306223161579032,0.002660287802724478,-1.5883182,2
CD36,4.252054187990465e-05,0.0011596511421792177,-23.891699,2
HEMGN,3.439474723571058e-05,0.000982707063877445,-24.095009,2
MARCO,2.0902082585103917e-05,0.0006270624775531176,-23.738579,2
MPEG1,2.0902082585103917e-05,0.0006270624775531176,-23.738579,2
ZWINT,1.948407073990438e-05,0.000615286444418033,-24.530115,2
NEAT1,3.360972915114937e-05,0.000982707063877445,-1.6285049,2
VSIG4,1.5069178825647193e-05,0.0005023059608549065,-24.03032,2
RALGPS2,1.5069178825647193e-05,0.0005023059608549065,-24.03032,2
CLEC7A,1.2284184039059333e-05,0.00043355943667268236,-23.81714,2
MZB1,1.2284184039059333e-05,0.00043355943667268236,-23.81714,2
SCGB3A2,1.1200448262292427e-05,0.00043355943667268236,-23.962646,2
FBLN1,1.1046371060822834e-05,0.00043355943667268236,-24.15697,2
DUT,1.94518193405766e-05,0.000615286444418033,-1.4010774,2
CES1,7.22502695441691e-06,0.0003096440123321533,-23.891699,2
KLRF1,7.22502695441691e-06,0.0003096440123321533,-23.891699,2
PHACTR1,7.22502695441691e-06,0.0003096440123321533,-23.891699,2
HIST1H4C,1.1651987307545844e-05,0.00043355943667268236,-1.6178582,2
COL1A2,3.906713951916124e-06,0.00018752226969197396,-24.095009,2
JUND,8.402478465610126e-06,0.00034768876409421213,-1.5625994,2
RFESD,1.4753647234328172e-06,7.817810854897181e-05,-24.095009,2
CYBB,1.4753647234328172e-06,7.817810854897181e-05,-24.095009,2
FGFBP2,1.3641994267079235e-06,7.817810854897181e-05,-24.216421,2
MAFB,8.69614735132445e-07,5.492303590310178e-05,-24.15697,2
HOXB2,1.4984137471886261e-06,7.817810854897181e-05,-2.8566458,2
S100A8,1.8277492550280575e-06,9.138746275140287e-05,-2.1480823,2
PTCH2,3.024271842896213e-07,2.0161812285974756e-05,-24.273563,2
MS4A6A,6.21336735375192e-08,4.66002551531394e-06,-24.432781,2
CXCL3,2.1648711692232258e-08,1.7318969353785806e-06,-24.530115,2
FOSB,1.242045807907186e-07,8.76738217346249e-06,-2.3368497,2
